Scenario,Region,Sector,Set,Name,Description,Unit,Type,Sub type,Lim type,Time slice level,Peak time slice
BASE,SI,ELC,.NRG.,ELC-MV,Mid voltage ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,SI,ELC,.NRG.,ELCBIG,Electricity -:- Thermal -:- Biogas -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCBIL,Electricity -:- Thermal -:- Liquid Biofuels -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.ENV.,ELCCO2,Electricity -:-  -:-  -:- Electricity Production,kt,ENV,,,ANNUAL,
BASE,SI,ELC,.NRG.,ELCCOA,Electricity -:- Thermal -:- Coal -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCCOL,Electricity -:- Thermal -:- Coal -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCD,Low voltage ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,SI,ELC,.NRG.,ELCDD,Low voltage ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,SI,PRI,.ENV.,TOTCO2,Total CO2,kt,ENV,,,,
BASE,SI,PRI,.ENV.,TRACO2,Transport CO2,kt,ENV,,,,
BASE,SI,PRI,.NRG.,TRAH2R,Transport -:-  -:-  -:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,URN,Primary Fuel Supply -:-  -:- Uranium -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,WIN,Primary Fuel Supply -:- Renewables -:- Wind -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,WOD,Primary Fuel Supply -:- Biomass/Biofuels -:- Biomass - wood -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,ELC,.NRG.,ELCGEO,Electricity -:- Geothermal -:- Geothermal -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCHYD,Electricity -:- Hydro -:- Hydro -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCNGA,Electricity -:- Thermal -:- Natural Gas -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCOIL,Electricity -:- Thermal -:- Oil -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCSOL,Electricity -:- Solar -:- Solar -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCTID,Electricity -:- Tidal -:- Tidal -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCWIN,Electricity -:- Wind -:- Wind -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,ELCWOD,Electricity -:- Thermal -:- Wood -:- Electricity Production,PJ,NRG,,,DAYNITE,
BASE,SI,ELC,.NRG.,INDELC,Industrial ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,SI,ELC,.NRG.,RESELC,Residential ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,SI,IND,.DEM.,ALU-PH-FURN,Industry -:- Aluminium -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,CHMCL-MoTP-Stat,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,CHMCL-PH-DirH,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:-  -:- Process Heat Direct",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,CHMCL-PH-FURN,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:-  -:- Process Heat Furnace",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,CHMCL-PH-REFRM,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:-  -:- Process Heat Reforming",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-PH-MVR_PRE,Industry -:- Dairy Product Manufacturing -:-  -:- Process Heat Evaporation/Drying,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-PH-MVR_TVR,Industry -:- Dairy Product Manufacturing -:-  -:- Process Heat Evaporation/Drying,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,DARY-PH-STM_HW,Industry -:- Dairy Product Manufacturing -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MNNG-PH-STM_HW,Industry -:- Mining -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MNRL-MoTP-Stat,"Industry -:- Non-Metallic Mineral Product Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MNRL-PH-FURN,Industry -:- Non-Metallic Mineral Product Manufacturing -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MNRL-PH-STM_HW,Industry -:- Non-Metallic Mineral Product Manufacturing -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MTHOL-FDSTCK,Industry -:- Methanol -:-  -:- Feedstock,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,MTHOL-PH_REFRM,Industry -:- Methanol -:-  -:- Process Heat Reforming,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,OTH-BGS,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,OTH-COA,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,OTH-DSL,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,OTH-ELC,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,OTH-FOL,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,OTH-LPG,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,OTH-NGA,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,OTH-PET,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,SI,IND,.DEM.,PLPPPR-AIR,Industry -:- Pulp and Paper Manufacturing -:-  -:- Compressed Air,PJ,DEM,,,DAYNITE,
BASE,SI,OTH,.DEM.,ALIVE-IRG,Agriculture -:- Livestock Farming -:-  -:- Irrigation,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-LIG,Agriculture -:- Livestock Farming -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-MoTP-Mob-Bike,Agriculture -:- Livestock Farming -:-  -:- Off-road Motorbike Use,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-MoTP-Mob-MTr,Agriculture -:- Livestock Farming -:-  -:- Truck Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-MoTP-Mob-Trac,Agriculture -:- Livestock Farming -:-  -:- Tractor Services,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,ALIVE-MoTP-Mob-Uti,Agriculture -:- Livestock Farming -:-  -:- Farm Vehicle,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AOTH-ELC,Agriculture -:- Other (Agriculture) -:-  -:- Other,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AOTH-FOL,Agriculture -:- Other (Agriculture) -:-  -:- Other,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AOTH-LPG,Agriculture -:- Other (Agriculture) -:-  -:- Other,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,AOTH-PET,Agriculture -:- Other (Agriculture) -:-  -:- Other,PJ,DEM,,,,
BASE,SI,OTH,.NRG.,COMBIG,Commercial -:-  -:- Biogas -:- Biogas,PJ,NRG,,FX,,
BASE,SI,OTH,.ENV.,COMCO2,Commercial -:-  -:-  -:-,kt,ENV,,,,
BASE,SI,OTH,.NRG.,COMCOA,Commercial -:-  -:- Coal -:- Coal,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMDSL,Commercial -:-  -:- Diesel -:- Diesel,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,COMFOL,Commercial -:-  -:- Fuel Oil -:- Fuel Oil,PJ,NRG,,FX,,
BASE,SI,OTH,.DEM.,C_HLTH-LT,Commercial -:- Healthcare -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-MPM,"Commercial -:- Healthcare -:-  -:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-MPS,"Commercial -:- Healthcare -:-  -:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-OTH,Commercial -:- Healthcare -:-  -:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,C_HLTH-PH,Commercial -:- Healthcare -:-  -:- Process Heat,PJ,DEM,,,,
BASE,SI,OTH,.NRG.,RESPET,Residential -:-  -:- Petrol -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESSOL,Residential -:-  -:- Solar -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.NRG.,RESWOD,Residential -:-  -:- Wood -:-,PJ,NRG,,FX,,
BASE,SI,OTH,.DEM.,R_DDW-CD,Residential -:- Detached Dwellings -:-  -:- Clothes Drying,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-CK,Residential -:- Detached Dwellings -:-  -:- Cooking,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-CW,Residential -:- Detached Dwellings -:-  -:- Clothes Washing,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-DW,Residential -:- Detached Dwellings -:-  -:- Dishwashing,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-LT,Residential -:- Detached Dwellings -:-  -:- Lighting,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-MPM,"Residential -:- Detached Dwellings -:-  -:- Motive Power, Mobile",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-MPS,"Residential -:- Detached Dwellings -:-  -:- Motive Power, Stationary",PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-OTH,Residential -:- Detached Dwellings -:-  -:- Electronics and Other Appliances,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-RF,Residential -:- Detached Dwellings -:-  -:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-SC,Residential -:- Detached Dwellings -:-  -:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-SH,Residential -:- Detached Dwellings -:-  -:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_DDW-WH,Residential -:- Detached Dwellings -:-  -:- Water Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-CD,Residential -:- Joined Dwellings -:-  -:- Clothes Drying,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-CK,Residential -:- Joined Dwellings -:-  -:- Cooking,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-CW,Residential -:- Joined Dwellings -:-  -:- Clothes Washing,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-DW,Residential -:- Joined Dwellings -:-  -:- Dishwashing,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-RF,Residential -:- Joined Dwellings -:-  -:- Refrigeration,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-SC,Residential -:- Joined Dwellings -:-  -:- Space Cooling,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-SH,Residential -:- Joined Dwellings -:-  -:- Space Heating,PJ,DEM,,,,
BASE,SI,OTH,.DEM.,R_JDW-WH,Residential -:- Joined Dwellings -:-  -:- Water Heating,PJ,DEM,,,,
BASE,SI,PRI,.NRG.,AGRH2R,Agriculture -:-  -:-  -:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,AGRWST,"Primary Fuel Supply -:- Biomass/Biofuels -:- Agricultural wastes (straws, stover, vegetable culls) -:-",PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,ANMMNR,Primary Fuel Supply -:- Biomass/Biofuels -:- Animal manure -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,BDSL,Primary Fuel Supply -:- Biomass/Biofuels -:- Biodiesel -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,BIG,Primary Fuel Supply -:- Renewables -:- Biogas -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,BIL,Primary Fuel Supply -:- Renewables -:- Bioliquid -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,COA,Primary Fuel Supply -:-  -:- Coal Bituminous -:-,PJ,NRG,,,ANNUAL,
BASE,SI,PRI,.NRG.,COL,Primary Fuel Supply -:-  -:- Coal Lignite -:-,PJ,NRG,,,ANNUAL,
BASE,SI,PRI,.NRG.,COMH2R,Commercial -:-  -:-  -:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,COseq,Primary Fuel Supply -:- Hydrogen -:-  -:- CO2 to CCS,kt,NRG,,,,
BASE,SI,PRI,.NRG.,DAC_CO2,Primary Fuel Supply -:- Hydrogen -:-  -:- CO2 from air,kt,NRG,,,,
BASE,SI,PRI,.NRG.,DID,Primary Fuel Supply -:- Biomass/Biofuels -:- Drop-in diesel -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,DIJ,Primary Fuel Supply -:- Biomass/Biofuels -:- Drop-in jet -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,DSL,Primary Fuel Supply -:- Petroleum -:- Petrol -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,ELCH2R,Electricity Production -:-  -:-  -:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,ELCNGA,Primary Fuel Supply -:- Hydrogen -:-  -:- Hydrogen and natural gas mix (ELC sector),PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,H2C,Primary Fuel Supply -:- Hydrogen -:-  -:- Centralised Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,H2D,Primary Fuel Supply -:- Hydrogen -:-  -:- Decentralised Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,H2R,Primary Fuel Supply -:- Hydrogen -:-  -:- Renewable Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,HYD,Primary Fuel Supply -:- Renewables -:- Hydro -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,INDH2R,Industrial -:-  -:-  -:- Hydrogen,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,INDOSWOD,Primary Fuel Supply -:- Biomass/Biofuels -:- On Site Wood -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,JET,Primary Fuel Supply -:- Petroleum -:- Fuel Oil -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,LNG,Primary Fuel Supply -:- Natural Gas -:- LNG -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,LPG,Primary Fuel Supply -:- Petroleum -:- Crude Oil (imported) -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,MNCWST,Primary Fuel Supply -:- Biomass/Biofuels -:- Municipal solid waste -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,PRI,.NRG.,NGA,Primary Fuel Supply -:- Natural Gas -:- Natural Gas -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,OILD,Primary Fuel Supply -:- Petroleum -:- Crude Oil  -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,OILI,Primary Fuel Supply -:- Petroleum -:- Crude Oil (domestic) -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,OILWST,Primary Fuel Supply -:- Biomass/Biofuels -:- Oil wastes -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.NRG.,OTH,Primary Fuel Supply -:- Petroleum -:- Aviation Fuel -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,PET,Primary Fuel Supply -:- Petroleum -:- LPG -:-,PJ,NRG,,,,
BASE,SI,PRI,.NRG.,PLT,Primary Fuel Supply -:- Biomass/Biofuels -:- Wood pellet -:-,PJ,NRG,,FX,,
BASE,SI,PRI,.ENV.,REFCO2,Primary Fuel Supply -:- Refinery -:-  -:-,PJ,ENV,,,,
BASE,SI,PRI,.NRG.,WODWST,Primary Fuel Supply -:- Biomass/Biofuels -:- Forest residues and woody wastes -:-,PJ,NRG,,FX,,
BASE,SI,TRA,.NRG.,H2R,Transport -:-  -:- Green Hydrogen -:-,PJ,NRG,,FX,,
BASE,SI,TRA,.NRG.,TRABIL,Transport -:-  -:- Bio Liquids -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.ENV.,TRACO2,Transport -:-  -:-  -:-,kt,ENV,,,ANNUAL,
BASE,SI,TRA,.NRG.,TRADSL,Transport -:-  -:- Diesel -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRAELC,Transport -:-  -:- Electricity -:-,PJ,NRG,ELC,FX,DAYNITE,
BASE,SI,TRA,.NRG.,TRAFOL,Transport -:-  -:- Fuel Oil -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRAH2R,Transport -:-  -:- Green Hydrogen -:-,PJ,NRG,,FX,DAYNITE,
BASE,SI,TRA,.NRG.,TRAJET,Transport -:-  -:- Jet Fuel -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRALPG,Transport -:-  -:- LPG -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRANGA,Transport -:-  -:- Natural Gas -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.NRG.,TRAPET,Transport -:-  -:- Petrol -:-,PJ,NRG,,FX,ANNUAL,
BASE,SI,TRA,.DEM.,T_C_Car,Transport -:- Road Transport -:-  -:- Van/Ute,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_DSHIP,Transport -:- Shipping -:-  -:- Domestic Shipping,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_HTrk,Transport -:- Road Transport -:-  -:- Heavy Truck,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_ISHIP,Transport -:- Shipping -:-  -:- International Shipping,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_MTrk,Transport -:- Road Transport -:-  -:- Medium Truck,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_Rail,Transport -:- Rail -:-  -:- Freight Rail,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_F_VHTrk,Transport -:- Road Transport -:-  -:- Very Heavy Truck,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_O_JET,Transport -:- Aviation -:-  -:- Domestic Aviation,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_O_JET_Int,Transport -:- Aviation -:-  -:- International Aviation,PJ,DEM,,,,
BASE,SI,TRA,.DEM.,T_P_Bus,Transport -:- Road Transport -:-  -:- Bus,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_P_Car,Transport -:- Road Transport -:-  -:- Car/SUV,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_P_Mcy,Transport -:- Road Transport -:-  -:- Motorcycles,BVkm,DEM,,,,
BASE,SI,TRA,.DEM.,T_P_Rail,Transport -:- Rail -:-  -:- Passenger Rail,PJ,DEM,,,,
NewTech_ELC_KEA,NI,ELC,.NRG.,COseq,-:-  -:-  -:-,kt,NRG,,,,
NewTech_ELC_KEA,SI,ELC,.NRG.,COseq,-:-  -:-  -:-,kt,NRG,,,,
NewTech_ELC_TUI,NI,ELC,.NRG.,COseq,-:-  -:-  -:-,kt,NRG,,,,
NewTech_ELC_TUI,SI,ELC,.NRG.,COseq,-:-  -:-  -:-,kt,NRG,,,,
