Scenario,Region,Sector,Process,Name,Description,Member
NewTechs_Industry,NI,-,MNNG-MoTP-Stat-PET-st_ngn,MNNG-MoTP-Stat-PET-st_ngn_DEMO,-,MNNG-MoTP-Stat
NewTech_AGR_KEA,SI,-,AFORE-MoTP-Mob-CY--H2R,AFORE-MoTP-Mob-CY--H2R_DEMO,-,AFORE-MoTP-Mob-CY
NewTech_RC,SI,-,C_WSR-SH_Boiler-WOD,C_WSR-SH_Boiler-WOD_DEMO,-,C_WSR-SH
NewTech_RC,NI,-,C_OFFC-WH_Cylinder-LPG,C_OFFC-WH_Cylinder-LPG_NRGI,-,COMLPG
NewTransport-KEA,SI,-,T_P_CPHEVPET,T_P_CPHEVPET_NRGI,-,TRAELC
NewTechs_Industry,NI,-,FOOD-PH-STM_HW-DSL-Boiler,FOOD-PH-STM_HW-DSL-Boiler_NRGI,-,INDDSL
NewTechs_Industry,NI,-,MNNG-MoTP-Stat-ELC-Motor,MNNG-MoTP-Stat-ELC-Motor_NRGI,-,INDELC
NewTech_RC,SI,-,C_OTH-WH_Boiler-ELC,C_OTH-WH_Boiler-ELC_NRGI,-,COMELC
NewTech_RC,SI,-,C_WSR-SH_Boiler-BIG,C_WSR-SH_Boiler-BIG_DEMO,-,C_WSR-SH
NewTechs_Industry,NI,-,MNNG-MoTP-Stat-DSL-st_ngn,MNNG-MoTP-Stat-DSL-st_ngn_NRGI,-,INDDSL
NewTech_AGR_TUI,SI,-,ADCF-IRG-Irg-ELC,ADCF-IRG-Irg-ELC_DEMO,-,ADCF-IRG
NewTechs_Industry,SI,-,IIS-PH-FURN-NGA-Furn,IIS-PH-FURN-NGA-Furn_NRGI,-,INDNGA
NewTech_RC,SI,-,C_WSR-MPS_-PET,C_WSR-MPS_-PET_NRGI,-,COMPET
NewTech_ELC_KEA,SI,-,EHCOL_CCS30,EHCOL_CCS30_ENVO,-,ELCCO2
NewTech_RC,NI,-,C_HLTH-PH_Boiler-FOL,C_HLTH-PH_Boiler-FOL_NRGI,-,COMFOL
NewTech_RC,SI,-,C_OTH-MPM_-FOL,C_OTH-MPM_-FOL_DEMO,-,C_OTH-MPM
NewTech_AGR_TUI,NI,-,AINDC-SH-Boiler-ELC,AINDC-SH-Boiler-ELC_DEMO,-,AINDC-SH
NewTechs_Industry,NI,-,FOOD-MoTP-Stat-DSL-st_ngn,FOOD-MoTP-Stat-DSL-st_ngn_NRGI,-,INDDSL
NewTech_RC,NI,-,R_DDW-WH_HP-ELC,R_DDW-WH_HP-ELC_DEMO,-,R_DDW-WH
NewTechs_Industry,NI,-,METAL-PH-DirH-ELC-Heater,METAL-PH-DirH-ELC-Heater_NRGI,-,INDELC
NewTechs_Industry,NI,-,FOOD-MoTP-Stat-ELC-VSD-Mtr,FOOD-MoTP-Stat-ELC-VSD-Mtr_NRGI,-,INDELC
NewTech_AGR_KEA,SI,-,ADCF-MoTP-Mob-Bike--PET,ADCF-MoTP-Mob-Bike--PET_DEMO,-,ADCF-MoTP-Mob-Bike
NewTechs_Industry,SI,-,METAL-PH-FURN-WOD-Furn,METAL-PH-FURN-WOD-Furn_DEMO,-,METAL-PH-FURN
NewTech_AGR_KEA,SI,-,ADCF-MoTP-Mob-MTr--DSL,ADCF-MoTP-Mob-MTr--DSL_NRGI,-,AGRDSL
NewTechs_Industry,SI,-,MEAT-RFGR-ELC-Refriger,MEAT-RFGR-ELC-Refriger_NRGI,-,INDELC
NewTech_RC,SI,-,C_OFFC-SH_Boiler-NGA,C_OFFC-SH_Boiler-NGA_DEMO,-,C_OFFC-SH
NewTech_RC,NI,-,C_OTH-WH_Boiler-BIG,C_OTH-WH_Boiler-BIG_NRGI,-,COMBIG
NewTech_RC,NI,-,C_OTH-WH_Boiler-H2R,C_OTH-WH_Boiler-H2R_DEMO,-,C_OTH-WH
NewTech_ELC_KEA,SI,-,ESOLPVBCOM20,ESOLPVBCOM20_NRGO,-,ELCDD
NewTechs_Industry,NI,-,WOOD-PH-STM_HW-DSL-Boiler,WOOD-PH-STM_HW-DSL-Boiler_NRGI,-,INDDSL
NewTransport-TUI,SI,-,T_P_CHYBDSL,T_P_CHYBDSL_NRGI,-,TRADSL
NewTech_RC,SI,-,C_HLTH-WH_Boiler-COA,C_HLTH-WH_Boiler-COA_DEMO,-,C_HLTH-WH
NewTech_RC,NI,-,C_EDU-WH_Boiler-PLT,C_EDU-WH_Boiler-PLT_DEMO,-,C_EDU-WH
NewTransport-KEA,NI,-,T_P_BusBEVELC,T_P_BusBEVELC_DEMO,-,T_P_Bus
NewTech_ELC_TUI,SI,-,EGEOCONSBIN20,EGEOCONSBIN20_NRGO,-,ELC
NewTechs_Industry,NI,-,MNNG-PH-STM_HW-LPG-Boiler,MNNG-PH-STM_HW-LPG-Boiler_DEMO,-,MNNG-PH-STM_HW
NewTransport-KEA,NI,-,T_F_MTrICEDSL,T_F_MTrICEDSL_NRGI,-,TRADSL
NewTech_RC,NI,-,C_OTH-SH_Boiler-COA,C_OTH-SH_Boiler-COA_DEMO,-,C_OTH-SH
NewTech_AGR_TUI,SI,-,AINDC-SH-HP-ELC,AINDC-SH-HP-ELC_DEMO,-,AINDC-SH
NewTech_RC,NI,-,C_HLTH-PH_RH-ELC,C_HLTH-PH_RH-ELC_NRGI,-,COMELC
NewTech_RC,SI,-,C_OTH-WH_Boiler-PLT,C_OTH-WH_Boiler-PLT_NRGI,-,COMPLT
NewTech_RC,SI,-,C_OTH-SC_AIRHP-ELC,C_OTH-SC_AIRHP-ELC_DEMO,-,C_OTH-SC
NewTech_AGR_TUI,NI,-,AHORT-LIG--ELC,AHORT-LIG--ELC_DEMO,-,AHORT-LIG
NewTech_AGR_KEA,SI,-,AFISH-BOAT-HYBBOAT-DSL,AFISH-BOAT-HYBBOAT-DSL_DEMO,-,AFISH-BOAT
NewTransport-KEA,SI,-,T_F_VHTBEVELC,T_F_VHTBEVELC_NRGI,-,TRAELC
NewTechs_Industry,NI,-,CHMCL-PH-FURN-FOL-Furn,CHMCL-PH-FURN-FOL-Furn_DEMO,-,CHMCL-PH-FURN
NewTechs_Industry,SI,-,FOOD-MoTP-Stat-ELC-VSD-Mtr,FOOD-MoTP-Stat-ELC-VSD-Mtr_DEMO,-,FOOD-MoTP-Stat
NewTech_RC,NI,-,C_WSR-WH_AirHP-ELC,C_WSR-WH_AirHP-ELC_NRGI,-,COMELC
NewTechs_Industry,SI,-,WOOD-PH-STM_HW-WOD-Boiler,WOOD-PH-STM_HW-WOD-Boiler_DEMO,-,WOOD-PH-STM_HW
NewTransport-TUI,NI,-,T_P_CHYBDSL,T_P_CHYBDSL_DEMO,-,T_P_Car
NewTechs_Industry,NI,-,DARY-PH-MVR_TVR-WOD-Boiler,DARY-PH-MVR_TVR-WOD-Boiler_DEMO,-,DARY-PH-MVR_TVR
NewTech_ELC_KEA,NI,-,EGEOFLSH20,EGEOFLSH20_ENVO,-,ELCCO2
NewTechs_Industry,NI,-,MNRL-MoTP-Stat-DSL-st_ngn,MNRL-MoTP-Stat-DSL-st_ngn_NRGI,-,INDDSL
NewTech_ELC_TUI,NI,-,EGEOBIN20,EGEOBIN20_NRGI,-,ELCGEO
NewTransport-TUI,NI,-,T_P_CPHEVPET,T_P_CPHEVPET_NRGI,-,TRAPET
NewTech_RC,NI,-,C_OFFC-MPM_-ELC,C_OFFC-MPM_-ELC_NRGI,-,COMELC
NewTech_ELC_TUI,SI,-,EOIL20,EOIL20_NRGI,-,ELCOIL
NewTech_RC,NI,-,R_DDW-SH_HP-ELC,R_DDW-SH_HP-ELC_NRGI,-,RESELC
NewTech_RC,SI,-,C_OFFC-SH_Boiler-PLT,C_OFFC-SH_Boiler-PLT_NRGI,-,COMPLT
NewTechs_Industry,SI,-,CHMCL-PH-STM_HW-DSL-Boiler,CHMCL-PH-STM_HW-DSL-Boiler_NRGI,-,INDDSL
NewTech_AGR_TUI,SI,-,ADCF-MoTP-Mob-MTr--DSL,ADCF-MoTP-Mob-MTr--DSL_NRGI,-,AGRDSL
NewTechs_Industry,NI,-,DARY-PH-STM_HW-ELC-HPmp,DARY-PH-STM_HW-ELC-HPmp_NRGI,-,INDELC
NewTech_RC,SI,-,C_OTH-OTH_Elec-ELC,C_OTH-OTH_Elec-ELC_DEMO,-,C_OTH-OTH
NewTech_ELC_KEA,NI,-,ESOLPVIND20,ESOLPVIND20_NRGO,-,INDELC
NewTech_RC,NI,-,C_OFFC-MPM_-ELC,C_OFFC-MPM_-ELC_DEMO,-,C_OFFC-MPM
NewTech_ELC_KEA,NI,-,EWINDOFFSFIX20,EWINDOFFSFIX20_NRGI,-,ELCWIN
NewTech_RC,NI,-,C_HLTH-WH_Boiler-H2R,C_HLTH-WH_Boiler-H2R_DEMO,-,C_HLTH-WH
NewTechs_Industry,NI,-,METAL-PH-DirH-ELC-Heater,METAL-PH-DirH-ELC-Heater_DEMO,-,METAL-PH-DirH
NewTechs_Industry,NI,-,PLPPPR-Pump-DSL-Pump,PLPPPR-Pump-DSL-Pump_DEMO,-,PLPPPR-Pump
NewTech_RC,SI,-,C_EDU-OTH_ELEC-ELC,C_EDU-OTH_ELEC-ELC_DEMO,-,C_EDU-OTH
NewTechs_Industry,NI,-,DARY-RFGR-ELC-Refriger,DARY-RFGR-ELC-Refriger_NRGI,-,INDELC
NewTech_RC,SI,-,C_OTH-WH_Boiler-COA,C_OTH-WH_Boiler-COA_DEMO,-,C_OTH-WH
NewTechs_Industry,NI,-,MEAT-PH-DirH-NGA-Burner,MEAT-PH-DirH-NGA-Burner_NRGI,-,INDNGA
NewTech_RC,NI,-,C_WSR-MPS_-LPG,C_WSR-MPS_-LPG_DEMO,-,C_WSR-MPS
NewTech_AGR_TUI,NI,-,AHORT-IRG-Irg-ELC,AHORT-IRG-Irg-ELC_DEMO,-,AHORT-IRG
NewTransport-KEA,NI,-,T_P_CBEVELC,T_P_CBEVELC_NRGI,-,TRAELC
NewTechs_Industry,NI,-,REFI-PH-STM_HW-ELC-Boiler,REFI-PH-STM_HW-ELC-Boiler_DEMO,-,REFI-PH-STM_HW
NewTransport-KEA,NI,-,T_P_CPHEVDSL,T_P_CPHEVDSL_DEMO,-,T_P_Car
NewTech_RC,SI,-,C_EDU-WH_Boiler-LPG,C_EDU-WH_Boiler-LPG_NRGI,-,COMLPG
NewTech_RC,NI,-,C_WSR-SH_Boiler-LPG,C_WSR-SH_Boiler-LPG_DEMO,-,C_WSR-SH
NewTransport-TUI,NI,-,T_P_CICEDSL,T_P_CICEDSL_DEMO,-,T_P_Car
NewTechs_Industry,SI,-,MNRL-PH-FURN-COA-Furn,MNRL-PH-FURN-COA-Furn_DEMO,-,MNRL-PH-FURN
NewTechs_Industry,NI,-,OTH-PET-PET-Tech,OTH-PET-PET-Tech_DEMO,-,OTH-PET
NewTech_RC,SI,-,C_OTH-SH_Boiler-LPG,C_OTH-SH_Boiler-LPG_DEMO,-,C_OTH-SH
NewTech_RC,NI,-,C_WSR-WH_INSTANT-ELC,C_WSR-WH_INSTANT-ELC_NRGI,-,COMELC
NewTechs_Industry,NI,-,MNRL-MoTP-Stat-DSL-st_ngn,MNRL-MoTP-Stat-DSL-st_ngn_DEMO,-,MNRL-MoTP-Stat
NewTechs_Industry,NI,-,PLPPPR-Pump-ELC-Pump,PLPPPR-Pump-ELC-Pump_NRGI,-,INDELC
NewTechs_Industry,SI,-,PLPPPR-PH-FURN-LPG-Furn,PLPPPR-PH-FURN-LPG-Furn_DEMO,-,PLPPPR-PH-FURN
NewTransport-TUI,SI,-,T_P_BusBEVELC,T_P_BusBEVELC_DEMO,-,T_P_Bus
NewTech_RC,NI,-,C_OFFC-MPS_-LPG,C_OFFC-MPS_-LPG_NRGI,-,COMLPG
NewTech_AGR_KEA,NI,-,ADCF-MoTP-Mob-Uti--H2R,ADCF-MoTP-Mob-Uti--H2R_DEMO,-,ADCF-MoTP-Mob-Uti
NewTech_AGR_TUI,NI,-,AFORE-MoTP-Mob-CY--DSL,AFORE-MoTP-Mob-CY--DSL_DEMO,-,AFORE-MoTP-Mob-CY
NewTech_AGR_TUI,SI,-,ADCF-LIG--ELC,ADCF-LIG--ELC_NRGI,-,AGRELC
NewTech_RC,SI,-,R_DDW-WH_Gasheat-NGA,R_DDW-WH_Gasheat-NGA_NRGI,-,RESNGA
NewTech_AGR_KEA,SI,-,ALIVE-MoTP-Mob-Uti--DSL,ALIVE-MoTP-Mob-Uti--DSL_NRGI,-,AGRDSL
NewTech_AGR_KEA,NI,-,AHORT-MoTP-Mob-MTr--H2R,AHORT-MoTP-Mob-MTr--H2R_NRGI,-,AGRH2R
NewTech_ELC_KEA,NI,-,EHCO_CCS30,EHCO_CCS30_ENVO,-,ELCCO2
NewTechs_Industry,NI,-,METAL-PH-FURN-WOD-Furn,METAL-PH-FURN-WOD-Furn_NRGI,-,INDWOD
NewTransport-KEA,NI,-,T_F_HTrBEVELC,T_F_HTrBEVELC_NRGI,-,TRAELC
NewTechs_Industry,SI,-,CHMCL-PH-STM_HW-WOD-Boiler,CHMCL-PH-STM_HW-WOD-Boiler_NRGI,-,INDWOD
NewTech_AGR_TUI,SI,-,ADCF-WH-Cylinder-ELC,ADCF-WH-Cylinder-ELC_NRGI,-,AGRELC
NewTech_RC,SI,-,C_OFFC-LT_LED-ELC,C_OFFC-LT_LED-ELC_NRGI,-,COMELC
NewTech_ELC_TUI,NI,-,EGEOCONSBIN20,EGEOCONSBIN20_NRGI,-,ELCGEO
NewTech_AGR_TUI,SI,-,AINDC-SH-Boiler-H2R,AINDC-SH-Boiler-H2R_DEMO,-,AINDC-SH
NewTechs_Industry,SI,-,IIS-MoTP-Stat-ELC-VSD-Mtr,IIS-MoTP-Stat-ELC-VSD-Mtr_DEMO,-,IIS-MoTP-Stat
NewTechs_Industry,NI,-,MNNG-PH-STM_HW-COA-Boiler,MNNG-PH-STM_HW-COA-Boiler_NRGI,-,INDCOA
NewTechs_Industry,SI,-,PLPPPR-AIR-ELC-CMPR,PLPPPR-AIR-ELC-CMPR_NRGI,-,INDELC
NewTech_ELC_TUI,NI,-,EWINDOFFSFIX20,EWINDOFFSFIX20_NRGO,-,ELC
NewTech_RC,NI,-,R_DDW-CW_Washer-ELC,R_DDW-CW_Washer-ELC_DEMO,-,R_DDW-CW
NewTechs_Industry,SI,-,MNRL-PH-FURN-NGA-Furn,MNRL-PH-FURN-NGA-Furn_DEMO,-,MNRL-PH-FURN
NewTechs_Industry,NI,-,DARY-PH-TVR_EVP-NGA-Boiler,DARY-PH-TVR_EVP-NGA-Boiler_DEMO,-,DARY-PH-TVR_EVP
NewTech_ELC_KEA,NI,-,EWINDLOWCF20,EWINDLOWCF20_NRGI,-,ELCWIN
NewTechs_Industry,SI,-,MNRL-PH-FURN-ELC-Furn,MNRL-PH-FURN-ELC-Furn_DEMO,-,MNRL-PH-FURN
NewTransport-TUI,NI,-,T_C_CPHEVDSL,T_C_CPHEVDSL_DEMO,-,T_C_Car
NewTech_RC,NI,-,C_WSR-WH_Boiler-LPG,C_WSR-WH_Boiler-LPG_NRGI,-,COMLPG
NewTechs_Industry,SI,-,MNRL-PH-FURN-LPG-Furn,MNRL-PH-FURN-LPG-Furn_DEMO,-,MNRL-PH-FURN
NewTech_RC,SI,-,C_OFFC-MPM_-DSL,C_OFFC-MPM_-DSL_DEMO,-,C_OFFC-MPM
NewTech_RC,SI,-,C_HLTH-PH_Boiler-PLT,C_HLTH-PH_Boiler-PLT_DEMO,-,C_HLTH-PH
NewTechs_Industry,NI,-,DARY-PH-MVR_PRE-ELC-Fan,DARY-PH-MVR_PRE-ELC-Fan_NRGI,-,INDELC
NewTech_RC,SI,-,C_HLTH-SH_Boiler-ELC,C_HLTH-SH_Boiler-ELC_DEMO,-,C_HLTH-SH
NewTech_RC,SI,-,C_OFFC-WH_Instant-ELC,C_OFFC-WH_Instant-ELC_DEMO,-,C_OFFC-WH
NewTech_ELC_KEA,SI,-,ENGA_CCS30,ENGA_CCS30_ENVO,-,ELCCO2
NewTech_RC,SI,-,C_OTH-MPM_-LPG,C_OTH-MPM_-LPG_DEMO,-,C_OTH-MPM
NewTech_RC,SI,-,C_HLTH-WH_Boiler-BIG,C_HLTH-WH_Boiler-BIG_NRGI,-,COMBIG
NewTech_RC,NI,-,C_WSR-MPM_-PET,C_WSR-MPM_-PET_DEMO,-,C_WSR-MPM
NewTransport-TUI,NI,-,T_P_CFCH2R,T_P_CFCH2R_NRGI,-,TRAH2R
NewTech_RC,NI,-,C_WSR-WH_Boiler-LPG,C_WSR-WH_Boiler-LPG_DEMO,-,C_WSR-WH
NewTransport-KEA,NI,-,T_C_CPHEVDSL,T_C_CPHEVDSL_DEMO,-,T_C_Car
NewTech_AGR_KEA,NI,-,AHORT-MoTP-Mob-MTr--H2R,AHORT-MoTP-Mob-MTr--H2R_DEMO,-,AHORT-MoTP-Mob-MTr
NewTechs_Industry,NI,-,PLPPPR-AIR-ELC-CMPR,PLPPPR-AIR-ELC-CMPR_NRGI,-,INDELC
NewTechs_Industry,SI,-,PLPPPR-PH-STM_HW-COA-Boiler,PLPPPR-PH-STM_HW-COA-Boiler_DEMO,-,PLPPPR-PH-STM_HW
NewTechs_Industry,NI,-,FOOD-Pump-DSL-Pump,FOOD-Pump-DSL-Pump_DEMO,-,FOOD-Pump
NewTech_RC,NI,-,C_OTH-SH_Boiler-LPG,C_OTH-SH_Boiler-LPG_DEMO,-,C_OTH-SH
NewTech_RC,SI,-,C_OFFC-SH_Boiler-ELC,C_OFFC-SH_Boiler-ELC_NRGI,-,COMELC
NewTechs_Industry,SI,-,WOOD-PH-FURN-NGA-Furn,WOOD-PH-FURN-NGA-Furn_DEMO,-,WOOD-PH-FURN
NewTechs_Industry,NI,-,DARY-PH-TVR_DRY-ELC-HRCVR,DARY-PH-TVR_DRY-ELC-HRCVR_DEMO,-,DARY-PH-TVR_DRY
NewTech_AGR_KEA,SI,-,ADCF-IRG-Irg-ELC,ADCF-IRG-Irg-ELC_NRGI,-,AGRELC
NewTransport-TUI,NI,-,T_C_CBEVELC,T_C_CBEVELC_DEMO,-,T_C_Car
NewTech_RC,SI,-,C_WSR-SH_Boiler-NGA,C_WSR-SH_Boiler-NGA_NRGI,-,COMNGA
NewTransport-TUI,NI,-,T_F_HTrICEDSL,T_F_HTrICEDSL_DEMO,-,T_F_HTrk
NewTech_RC,SI,-,C_HLTH-WH_Instant-ELC,C_HLTH-WH_Instant-ELC_DEMO,-,C_HLTH-WH
NewTech_AGR_TUI,SI,-,ADCF-RFGR-HRECSys-ELC,ADCF-RFGR-HRECSys-ELC_NRGI,-,AGRELC
NewTech_RC,SI,-,C_OTH-OTH_Elec-ELC,C_OTH-OTH_Elec-ELC_NRGI,-,COMELC
NewTech_AGR_TUI,NI,-,ALIVE-LIG--ELC,ALIVE-LIG--ELC_DEMO,-,ALIVE-LIG
NewTech_RC,NI,-,C_OTH-MPM_-H2R,C_OTH-MPM_-H2R_NRGI,-,COMH2R
NewTech_AGR_KEA,SI,-,ALIVE-MoTP-Mob-MTr--H2R,ALIVE-MoTP-Mob-MTr--H2R_NRGI,-,AGRH2R
NewTech_AGR_KEA,NI,-,ALIVE-MoTP-Mob-MTr--ELC,ALIVE-MoTP-Mob-MTr--ELC_NRGI,-,AGRELC
NewTransport-TUI,NI,-,T_C_CPHEVDSL,T_C_CPHEVDSL_NRGI,-,TRAELC
NewTech_ELC_KEA,SI,-,EWINDDIST20,EWINDDIST20_NRGO,-,ELC-MV
NewTech_AGR_KEA,NI,-,AFORE-MoTP-Mob-CY--DSL,AFORE-MoTP-Mob-CY--DSL_NRGI,-,AGRDSL
NewTech_ELC_KEA,SI,-,EWINDLOWCF20,EWINDLOWCF20_NRGO,-,ELC
NewTech_AGR_KEA,SI,-,AHORT-MoTP-Stat-Motor-ELC,AHORT-MoTP-Stat-Motor-ELC_NRGI,-,AGRELC
NewTech_RC,SI,-,C_EDU-WH_Boiler-PLT,C_EDU-WH_Boiler-PLT_NRGI,-,COMPLT
NewTechs_Industry,NI,-,WOOD-Fan-ELC-Fan,WOOD-Fan-ELC-Fan_DEMO,-,WOOD-Fan
NewTech_RC,SI,-,C_HLTH-SH_RH-ELC,C_HLTH-SH_RH-ELC_DEMO,-,C_HLTH-SH
NewTransport-TUI,SI,-,T_P_CPHEVPET,T_P_CPHEVPET_NRGI,-,TRAELC
NewTechs_Industry,SI,-,PLPPPR-Refin-ELC-REF,PLPPPR-Refin-ELC-REF_DEMO,-,PLPPPR-Refin
NewTech_RC,NI,-,C_OFFC-WH_Cylinder-ELC,C_OFFC-WH_Cylinder-ELC_NRGI,-,COMELC
NewTech_RC,NI,-,C_WSR-SH_AirHP-ELC,C_WSR-SH_AirHP-ELC_DEMO,-,C_WSR-SH
NewTech_RC,SI,-,C_OTH-MPS_-PET,C_OTH-MPS_-PET_DEMO,-,C_OTH-MPS
NewTechs_Industry,NI,-,DARY-PH-STM_HW-GEO-Heat,DARY-PH-STM_HW-GEO-Heat_NRGI,-,INDGEO
NewTransport-TUI,NI,-,T_P_CICEPET,T_P_CICEPET_DEMO,-,T_P_Car
NewTech_ELC_KEA,NI,-,EHYDPUMPSTG_L,EHYDPUMPSTG_L_NRGO,-,ELC
NewTech_RC,SI,-,C_HLTH-RF_Refriger-ELC,C_HLTH-RF_Refriger-ELC_DEMO,-,C_HLTH-RF
NewTech_RC,SI,-,C_HLTH-WH_DirectH-GEO,C_HLTH-WH_DirectH-GEO_NRGI,-,COMGEO
NewTech_AGR_TUI,NI,-,ALIVE-MoTP-Mob-Bike--PET,ALIVE-MoTP-Mob-Bike--PET_DEMO,-,ALIVE-MoTP-Mob-Bike
NewTechs_Industry,NI,-,PLPPPR-PH-STM_HW-GEO-Heat,PLPPPR-PH-STM_HW-GEO-Heat_DEMO,-,PLPPPR-PH-STM_HW
NewTech_RC,NI,-,R_DDW-SH_DUCHP-ELC,R_DDW-SH_DUCHP-ELC_DEMO,-,R_DDW-SH
NewTech_ELC_TUI,SI,-,ENUC_FBR50,ENUC_FBR50_NRGO,-,ELC
NewTech_RC,SI,-,C_EDU-SC_AirHP-ELC,C_EDU-SC_AirHP-ELC_DEMO,-,C_EDU-SC
NewTechs_Industry,SI,-,MTHOL-PH_REFRM-NGA-REFRM,MTHOL-PH_REFRM-NGA-REFRM_DEMO,-,MTHOL-PH_REFRM
NewTech_RC,NI,-,C_OFFC-SH_Boiler-ELC,C_OFFC-SH_Boiler-ELC_DEMO,-,C_OFFC-SH
NewTech_RC,NI,-,C_EDU-MPS_-DSL,C_EDU-MPS_-DSL_NRGI,-,COMDSL
NewTech_RC,SI,-,C_EDU-MPS_-DSL,C_EDU-MPS_-DSL_DEMO,-,C_EDU-MPS
NewTransport-TUI,NI,-,T_F_HTrFCH2R,T_F_HTrFCH2R_DEMO,-,T_F_HTrk
NewTech_RC,SI,-,C_OTH-SH_Boiler-ELC,C_OTH-SH_Boiler-ELC_DEMO,-,C_OTH-SH
NewTech_RC,SI,-,C_HLTH-SH_AIRHP-ELC,C_HLTH-SH_AIRHP-ELC_DEMO,-,C_HLTH-SH
NewTechs_Industry,NI,-,METAL-PH-FURN-ELC-Furn,METAL-PH-FURN-ELC-Furn_DEMO,-,METAL-PH-FURN
NewTechs_Industry,SI,-,PLPPPR-Refin-ELC-REF,PLPPPR-Refin-ELC-REF_NRGI,-,INDELC
NewTech_RC,SI,-,C_WSR-LT_INC-ELC,C_WSR-LT_INC-ELC_DEMO,-,C_WSR-LT
NewTechs_Industry,SI,-,PLPPPR-Fan-ELC-Fan,PLPPPR-Fan-ELC-Fan_DEMO,-,PLPPPR-Fan
NewTech_ELC_TUI,SI,-,EWOD20,EWOD20_NRGI,-,ELCWOD
NewTech_RC,SI,-,C_OFFC-WH_Instant-LPG,C_OFFC-WH_Instant-LPG_NRGI,-,COMLPG
NewTech_RC,SI,-,C_EDU-MPM_-DSL,C_EDU-MPM_-DSL_NRGI,-,COMDSL
NewTech_ELC_KEA,SI,-,ESOLPVBCOM20,ESOLPVBCOM20_NRGI,-,ELCSOL
NewTechs_Industry,NI,-,FOOD-PH-OVN-COA-Oven,FOOD-PH-OVN-COA-Oven_NRGI,-,INDCOA
NewTech_AGR_KEA,NI,-,ALIVE-MoTP-Mob-Bike--ELC,ALIVE-MoTP-Mob-Bike--ELC_NRGI,-,AGRELC
NewTransport-TUI,SI,-,T_F_VHTBEVELC,T_F_VHTBEVELC_DEMO,-,T_F_VHTrk
NewTech_RC,SI,-,C_EDU-MPM_-LPG,C_EDU-MPM_-LPG_DEMO,-,C_EDU-MPM
NewTech_RC,SI,-,C_HLTH-MPM_-ELC,C_HLTH-MPM_-ELC_NRGI,-,COMELC
NewTech_RC,NI,-,C_EDU-MPS_-PET,C_EDU-MPS_-PET_NRGI,-,COMPET
NewTech_RC,NI,-,C_HLTH-SH_Boiler-LPG,C_HLTH-SH_Boiler-LPG_NRGI,-,COMLPG
NewTech_AGR_KEA,SI,-,ALIVE-MoTP-Mob-Trac--ELC,ALIVE-MoTP-Mob-Trac--ELC_NRGI,-,AGRELC
NewTechs_Industry,SI,-,MNRL-MoTP-Stat-PET-st_ngn,MNRL-MoTP-Stat-PET-st_ngn_NRGI,-,INDPET
NewTechs_Industry,NI,-,DARY-Pump-DSL-Pump,DARY-Pump-DSL-Pump_NRGI,-,INDDSL
NewTech_RC,NI,-,C_OFFC-WH_Boiler-BIG,C_OFFC-WH_Boiler-BIG_DEMO,-,C_OFFC-WH
NewTech_ELC_TUI,SI,-,EWINDOFFSFLOA20,EWINDOFFSFLOA20_NRGO,-,ELC
NewTechs_Industry,NI,-,DARY-PH-STM_HW-LPG-Boiler,DARY-PH-STM_HW-LPG-Boiler_NRGI,-,INDLPG
NewTech_ELC_KEA,SI,-,EHYDPUMPSTG_L,EHYDPUMPSTG_L_NRGO,-,ELC
NewTech_AGR_TUI,SI,-,AINDC-LIG--ELC,AINDC-LIG--ELC_NRGI,-,AGRELC
NewTech_AGR_TUI,SI,-,AHORT-IRG-Irg-ELC,AHORT-IRG-Irg-ELC_NRGI,-,AGRELC
NewTech_RC,NI,-,C_OTH-SC_AIRHP-ELC,C_OTH-SC_AIRHP-ELC_DEMO,-,C_OTH-SC
NewTech_RC,NI,-,R_DDW-SH_Burner-NGA,R_DDW-SH_Burner-NGA_DEMO,-,R_DDW-SH
NewTechs_Industry,SI,-,CNST-MoTP-Mob-LPG-ICE_ofrd,CNST-MoTP-Mob-LPG-ICE_ofrd_NRGI,-,INDLPG
NewTech_RC,NI,-,C_OTH-MPM_-H2R,C_OTH-MPM_-H2R_DEMO,-,C_OTH-MPM
NewTech_ELC_TUI,NI,-,ENGA_GTCCF20,ENGA_GTCCF20_NRGO,-,ELC
NewTechs_Industry,SI,-,DARY-PH-MVR_DRY-ELC-HRCVR,DARY-PH-MVR_DRY-ELC-HRCVR_NRGI,-,INDELC
NewTech_RC,SI,-,C_EDU-SH_Boiler-ELC,C_EDU-SH_Boiler-ELC_NRGI,-,COMELC
NewTech_AGR_TUI,NI,-,AHORT-MoTP-Mob-MTr--ELC,AHORT-MoTP-Mob-MTr--ELC_DEMO,-,AHORT-MoTP-Mob-MTr
NewTech_AGR_TUI,NI,-,AHORT-MoTP-Mob-Trac--H2R,AHORT-MoTP-Mob-Trac--H2R_NRGI,-,AGRH2R
NewTech_AGR_TUI,NI,-,ALIVE-MoTP-Mob-Bike--ELC,ALIVE-MoTP-Mob-Bike--ELC_NRGI,-,AGRELC
NewTechs_Industry,SI,-,MEAT-MoTP-Stat-ELC-VSD-Mtr,MEAT-MoTP-Stat-ELC-VSD-Mtr_NRGI,-,INDELC
NewTech_RC,NI,-,C_WSR-SH_Boiler-H2R,C_WSR-SH_Boiler-H2R_NRGI,-,COMH2R
